transaction_id,transaction_qty,product_id,unit_price,product_category,product_type,product_detail,total_payment,transaction_datetime
43013,1,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-03-14 12:06:27
43016,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-14 12:07:16
43021,1,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,3.0,2023-03-14 12:17:37
43024,1,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,2.5,2023-03-14 12:18:23
43026,1,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,3.5,2023-03-14 12:30:44
43027,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-14 12:30:44
43029,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-03-14 12:37:16
43030,2,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,1.6,2023-03-14 12:37:16
43031,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-14 12:37:16
43034,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-14 12:40:36
43035,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-14 12:40:36
43038,2,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,6.0,2023-03-14 12:57:18
43039,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-14 13:00:31
43040,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-14 13:00:31
43041,1,82,12.0,Branded,Housewares,I Need My Bean! Diner Mug,12.0,2023-03-14 13:00:31
43043,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-03-14 13:03:38
43044,1,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,3.0,2023-03-14 13:07:32
43045,1,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,28.0,2023-03-14 13:07:32
43046,1,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-03-14 13:17:34
43047,1,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,0.8,2023-03-14 13:17:34
43048,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-14 13:17:34
43049,1,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,28.0,2023-03-14 13:17:34
43058,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-14 13:50:48
43063,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-03-14 13:55:38
43071,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-03-14 14:06:17
43072,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-14 14:06:17
43074,1,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,4.5,2023-03-14 14:09:15
43078,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-14 14:25:22
43080,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-14 14:28:24
43083,2,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,6.0,2023-03-14 14:37:58
43084,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-03-14 14:57:06
43085,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-14 14:57:06
43086,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-03-14 14:57:29
43087,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-14 14:57:29
43088,1,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,2.5,2023-03-14 15:00:31
43089,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-14 15:00:31
43091,2,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,6.0,2023-03-14 15:10:20
43092,1,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,2.45,2023-03-14 15:13:30
43100,2,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,5.0,2023-03-14 15:37:56
43113,1,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,3.0,2023-03-14 16:04:51
43121,1,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,2.5,2023-03-14 16:15:34
43141,1,39,4.25,Coffee,Barista Espresso,Latte Regular,4.25,2023-03-14 17:05:58
43142,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-03-14 17:05:58
43143,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-14 17:05:58
43148,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-14 17:08:58
43149,1,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,0.8,2023-03-14 17:08:58
43150,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-14 17:08:58
43154,1,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,3.5,2023-03-14 17:13:38
43157,1,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,3.0,2023-03-14 17:25:17
43158,2,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,5.0,2023-03-14 17:30:44
43159,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-03-14 17:30:44
43160,1,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,2.2,2023-03-14 17:38:17
43161,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-14 17:38:48
43162,1,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023-03-14 17:39:21
43163,2,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,1.6,2023-03-14 17:39:21
43164,1,15,9.25,Loose Tea,Green Tea,Serenity Green Tea,9.25,2023-03-14 17:39:21
43178,1,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,2.45,2023-03-14 18:22:39
43179,1,37,3.0,Coffee,Barista Espresso,Espresso Shot,3.0,2023-03-14 18:29:07
43180,2,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,1.6,2023-03-14 18:29:07
43224,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-03-15 06:00:35
43225,2,39,4.25,Coffee,Barista Espresso,Latte Regular,8.5,2023-03-15 06:03:05
43226,1,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,0.8,2023-03-15 06:03:05
43227,2,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,9.0,2023-03-15 06:07:43
43228,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-15 06:07:43
43229,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-15 06:07:43
43230,1,14,8.95,Loose Tea,Black Tea,Earl Grey,8.95,2023-03-15 06:07:43
43231,2,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,6.0,2023-03-15 06:10:09
43232,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-15 06:10:32
43233,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-03-15 06:14:41
43234,1,15,9.25,Loose Tea,Green Tea,Serenity Green Tea,9.25,2023-03-15 06:14:41
43235,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-15 06:20:33
43236,1,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,0.8,2023-03-15 06:20:33
43237,2,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,5.0,2023-03-15 06:21:08
43238,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-15 06:21:08
43239,1,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,2.5,2023-03-15 06:23:58
43240,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-03-15 06:23:58
43241,2,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,5.0,2023-03-15 06:24:25
43242,1,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,2.5,2023-03-15 06:26:44
43243,1,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,2.5,2023-03-15 06:30:34
43244,1,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai,10.95,2023-03-15 06:30:34
43245,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-15 06:36:21
43246,1,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,0.8,2023-03-15 06:36:21
43248,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-03-15 06:38:02
43249,2,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,5.1,2023-03-15 06:39:32
43250,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-03-15 06:39:55
43252,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-15 06:45:07
43263,1,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,3.0,2023-03-15 06:54:19
43264,2,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,5.1,2023-03-15 06:56:00
43269,1,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,3.0,2023-03-15 07:05:56
43275,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-03-15 07:11:26
43276,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-15 07:11:26
43279,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-03-15 07:11:58
43280,1,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,2.2,2023-03-15 07:13:16
43285,2,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,4.0,2023-03-15 07:20:12
43287,2,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,9.0,2023-03-15 07:21:29
43288,1,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,2.2,2023-03-15 07:24:07
43291,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-15 07:24:37
43294,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-15 07:27:31
43295,2,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,7.5,2023-03-15 07:28:56
43300,1,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,3.0,2023-03-15 07:33:02
43302,2,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,9.0,2023-03-15 07:34:02
43305,2,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,8.0,2023-03-15 07:35:00
43308,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-03-15 07:37:11
43309,2,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,5.0,2023-03-15 07:37:33
43310,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-03-15 07:37:36
43325,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-03-15 07:46:04
43327,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-03-15 07:47:54
43328,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-15 07:47:54
43333,2,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,5.0,2023-03-15 07:49:22
43336,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-15 07:50:17
43355,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-15 08:02:26
43356,1,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,0.8,2023-03-15 08:02:26
43357,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-15 08:02:26
43363,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-03-15 08:04:05
43374,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-15 08:12:00
43375,1,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,2.5,2023-03-15 08:13:59
43378,1,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,3.0,2023-03-15 08:16:06
43379,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-15 08:16:27
43396,2,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,7.5,2023-03-15 08:26:41
43397,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-15 08:26:41
43401,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-15 08:31:25
43402,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-03-15 08:34:12
43403,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-03-15 08:34:12
43405,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-03-15 08:34:17
43410,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-03-15 08:35:38
43415,2,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,5.0,2023-03-15 08:36:19
43419,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-03-15 08:39:14
43428,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-03-15 08:46:08
43435,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-03-15 08:49:08
43441,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-03-15 08:55:00
43449,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-03-15 09:01:46
43465,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-03-15 09:11:12
43467,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-15 09:12:14
43468,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-03-15 09:12:14
43474,1,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,2.0,2023-03-15 09:13:53
43475,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-15 09:13:53
43481,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-15 09:17:54
43495,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-03-15 09:30:50
43500,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-15 09:31:42
43501,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-03-15 09:31:42
43509,1,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,2.5,2023-03-15 09:36:25
43510,1,13,8.95,Loose Tea,Black Tea,English Breakfast,8.95,2023-03-15 09:36:25
43519,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-03-15 09:45:07
43520,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-15 09:45:35
43531,2,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,6.0,2023-03-15 09:51:05
43532,1,82,12.0,Branded,Housewares,I Need My Bean! Diner Mug,12.0,2023-03-15 09:51:05
43535,1,39,4.25,Coffee,Barista Espresso,Latte Regular,4.25,2023-03-15 09:51:23
43536,1,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,0.8,2023-03-15 09:51:23
43545,3,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,9.0,2023-03-15 09:53:28
43548,2,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,5.0,2023-03-15 09:56:01
43551,1,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro Shot,3.0,2023-03-15 09:56:39
43558,1,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,4.0,2023-03-15 10:02:19
43561,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-03-15 10:05:24
43562,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-15 10:05:24
43563,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-15 10:06:49
43566,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-15 10:08:24
43567,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-15 10:08:24
43569,2,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,6.0,2023-03-15 10:09:45
43572,1,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,4.5,2023-03-15 10:11:11
43573,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-15 10:11:11
43574,1,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,3.5,2023-03-15 10:11:31
43578,3,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,9.3,2023-03-15 10:15:01
43580,1,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,2.5,2023-03-15 10:17:42
43581,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-15 10:17:42
43585,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-03-15 10:21:10
43586,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-15 10:21:10
43591,1,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,3.5,2023-03-15 10:26:00
43592,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-15 10:27:14
43609,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-03-15 10:33:38
43610,1,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,3.0,2023-03-15 10:34:12
43611,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-15 10:35:18
43623,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-15 10:38:46
43624,1,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-03-15 10:38:53
43625,2,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,1.6,2023-03-15 10:38:53
43636,1,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,2.5,2023-03-15 10:48:26
43637,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-15 10:48:26
43638,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-03-15 10:48:58
43639,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-15 10:48:58
43647,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-15 10:55:58
43648,2,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,1.6,2023-03-15 10:55:58
43653,1,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,3.5,2023-03-15 10:58:40
43654,2,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,6.0,2023-03-15 10:58:40
43655,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-15 10:58:40
43658,1,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,4.5,2023-03-15 10:59:19
43659,1,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,7.6,2023-03-15 10:59:19
43660,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-03-15 10:59:24
43665,2,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,8.0,2023-03-15 11:02:08
43682,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-03-15 11:16:38
43683,1,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,2.5,2023-03-15 11:17:53
43688,1,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,4.75,2023-03-15 11:27:20
43689,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-15 11:27:20
43696,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-15 11:35:28
43698,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-15 11:44:05
43699,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-15 11:45:45
43700,1,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,4.0,2023-03-15 11:47:15
43701,2,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,4.0,2023-03-15 11:51:21
43705,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-03-15 12:07:32
43708,2,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,6.0,2023-03-15 12:15:13
43711,2,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,5.0,2023-03-15 12:16:57
43714,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-03-15 12:19:26
43715,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-15 12:19:26
43719,1,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,4.75,2023-03-15 12:29:41
43720,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-15 12:29:41
43724,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-15 12:36:19
43728,2,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,5.0,2023-03-15 12:41:04
43731,1,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,3.1,2023-03-15 12:48:50
43732,1,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,2.2,2023-03-15 12:55:28
43733,1,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,7.6,2023-03-15 12:55:28
43734,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-15 12:58:21
43735,1,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro Shot,3.0,2023-03-15 13:00:48
43740,2,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,6.0,2023-03-15 13:10:04
43741,1,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai,9.5,2023-03-15 13:10:04
43746,1,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,3.0,2023-03-15 13:20:23
43749,1,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,3.5,2023-03-15 13:22:49
43750,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-03-15 13:23:52
43753,2,37,3.0,Coffee,Barista Espresso,Espresso Shot,6.0,2023-03-15 13:25:24
43754,1,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,0.8,2023-03-15 13:25:24
43756,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-03-15 13:29:07
43757,1,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,7.6,2023-03-15 13:29:07
43763,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-15 13:39:44
43764,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-15 13:39:44
43769,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-15 13:47:36
43773,1,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,2.5,2023-03-15 13:54:55
43781,2,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,7.5,2023-03-15 14:13:15
43784,2,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,4.0,2023-03-15 14:22:40
43787,2,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro Shot,6.0,2023-03-15 14:31:16
43793,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-15 14:42:10
43794,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-15 14:42:10
43799,2,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,7.0,2023-03-15 14:49:59
43802,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-15 14:58:24
43806,1,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,3.5,2023-03-15 15:05:49
43807,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-15 15:05:49
43809,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-03-15 15:11:14
43814,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-15 15:19:40
43816,1,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,4.0,2023-03-15 15:23:42
43817,1,37,3.0,Coffee,Barista Espresso,Espresso Shot,3.0,2023-03-15 15:29:59
43818,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-03-15 15:29:59
43819,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-15 15:32:23
43820,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-15 15:32:23
43821,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-15 15:34:05
43824,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-15 15:37:03
43825,1,82,12.0,Branded,Housewares,I Need My Bean! Diner Mug,12.0,2023-03-15 15:37:03
43826,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-15 15:38:25
43827,1,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,4.75,2023-03-15 15:42:43
43830,2,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,4.4,2023-03-15 15:51:26
43832,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-15 15:56:44
43839,1,37,3.0,Coffee,Barista Espresso,Espresso Shot,3.0,2023-03-15 16:20:53
43840,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-03-15 16:20:53
43847,1,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,4.5,2023-03-15 16:28:04
43848,1,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,2.5,2023-03-15 16:28:32
43854,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-15 16:39:25
43859,1,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,3.0,2023-03-15 16:52:29
43860,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-03-15 16:53:38
43861,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-15 16:53:38
43864,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-15 17:00:51
43865,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-15 17:00:51
43866,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-03-15 17:04:07
